blk_no,street,postal_code,name,lat,lon,change_type,location_change_meters,prev_name,prev_lat,prev_lon,is_non_residential,name_formatted,address_formatted
61,WESTERHOUT ROAD,397662,KIP INN,1.31122558971043,103.881036628885,name_change,,AQ @ WESTERHOUT,1.31122558971043,103.881036628885,False,61 Westerhout Road,"61 Westerhout Road, Singapore 397662"
5,TAMPINES CENTRAL 6,529482,NIL,1.35344127682039,103.942027827003,name_change,,TAMPINES CENTRAL POST OFFICE,1.35343481251809,103.942097061129,False,5 Tampines Central 6,"5 Tampines Central 6, Singapore 529482"
110,TAGORE LANE,787545,E-MESH BUILDING,1.38475095254533,103.829103365034,name_change,,SINDO INDUSTRIAL ESTATE,1.38475095254533,103.829103365034,True,E-mesh Building,"110 Tagore Lane E-mesh Building, Singapore 787545"
1,SERAYA AVENUE,628208,NIL,1.27111672941869,103.736254000329,location_change,1170.465548513613,NIL,1.27589242545013,103.726871135948,False,1 Seraya Avenue,"1 Seraya Avenue, Singapore 628208"
450,JALAN AHMAD IBRAHIM,639932,SINGAPORE RAIL TEST CENTRE,1.34572615709636,103.642018211704,name_change,,INTEGRATED TRAIN TESTING CENTRE,1.34600130572253,103.64044900588,True,Singapore Rail Test Centre,"450 Jalan Ahmad Ibrahim Singapore Rail Test Centre, Singapore 639932"
1,LEONIE HILL,239219,ONE LEONIE RESIDENCES,1.29930788596273,103.832399949956,name_change,,NIL,1.29930788596273,103.832399949956,False,1 Leonie Hill,"1 Leonie Hill, Singapore 239219"
52,LENTOR GARDENS,788844,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,,NIL,1.38327514262867,103.833148101837,True,Lentor Mansion (u/c),"52 Lentor Gardens Lentor Mansion (u/c), Singapore 788844"
50,JURONG ISLAND HIGHWAY,627877,NIL,1.28176147502858,103.718748794438,location_change,347.98312654587124,NIL,1.2805727238784,103.715853150469,False,50 Jurong Island Highway,"50 Jurong Island Highway, Singapore 627877"
28,LENTOR CENTRAL,788880,HILLOCK GREEN,1.38509631948606,103.833849401084,name_change,,NIL,1.38509631948606,103.833849401084,False,28 Lentor Central,"28 Lentor Central, Singapore 788880"
95,GALLOP PARK ROAD,258991,GALLOP VILLAS,1.31767560438521,103.810412430262,name_change,,NIL,1.31764725578842,103.810591240208,True,Gallop Villas,"95 Gallop Park Road Gallop Villas, Singapore 258991"
49,NEW UPPER CHANGI ROAD,460049,BEDOK SOUTH BLOOM,1.32430117973484,103.938654033654,name_and_location_change,554.8849212844292,NIL,1.32310804617747,103.943500791777,False,49 New Upper Changi Road,"49 New Upper Changi Road, Singapore 460049"
38,LENTOR HILLS ROAD,788854,LENTORIA (U/C),1.38196577099896,103.834569911036,name_change,,NIL,1.38196577099896,103.834569911036,False,38 Lentor Hills Road,"38 Lentor Hills Road, Singapore 788854"
80,MANDAI LAKE ROAD,729826,GIANT PANDA FOREST,1.40365248268001,103.792498795944,name_change,,RIVER SAFARI,1.40400156118078,103.79142665808,False,80 Mandai Lake Road,"80 Mandai Lake Road, Singapore 729826"
54,LENTOR GARDENS,788845,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,,NIL,1.38327514262867,103.833148101837,True,Lentor Mansion (u/c),"54 Lentor Gardens Lentor Mansion (u/c), Singapore 788845"
17,JURONG PORT ROAD,619092,HH GROUP BUILDING,1.31954790471163,103.72128114366,name_change,,NIL,1.31954790471163,103.72128114366,True,Hh Group Building,"17 Jurong Port Road Hh Group Building, Singapore 619092"
10,WOODLANDS RING ROAD,738239,WOODLANDS RING SECONDARY SCHOOL (U/C),1.43648894729939,103.800148469692,name_change,,WOODLANDS RING SECONDARY SCHOOL,1.43648894729939,103.800148469692,True,Woodlands Ring Secondary School (u/c),"10 Woodlands Ring Road Woodlands Ring Secondary School (u/c), Singapore 738239"
1,JURONG WEST STREET 74,649149,GEK POH VILLE COMMUNITY CLUB,1.34868982375562,103.698726261467,name_change,,GEK POH VILLE COMMUNITY CLUB (PENDING U/C),1.34868982375562,103.698726261467,True,Gek Poh Ville Community Club,"1 Jurong West Street 74 Gek Poh Ville Community Club, Singapore 649149"
34,LENTOR HILLS ROAD,788852,LENTORIA (U/C),1.38196577099896,103.834569911036,name_change,,NIL,1.38196577099896,103.834569911036,False,34 Lentor Hills Road,"34 Lentor Hills Road, Singapore 788852"
90,STAMFORD ROAD,178903,SMU DE SUANTIO GALLERY,1.29797001327877,103.848868170098,name_change,,SINGAPORE MANAGEMENT UNIVERSITY (SCH OF ECONOMICS AND SOCIAL SCI),1.29792526598144,103.848850758227,True,SMU De Suantio Gallery,"90 Stamford Road SMU De Suantio Gallery, Singapore 178903"
501,OLD CHOA CHU KANG ROAD,698928,HOME TEAM ACADEMY (BLK 10),1.37187204750828,103.720870792771,name_change,,HOME TEAM ACADEMY (BLK 1),1.3728276965341,103.722414544985,True,Home Team Academy (blk 10),"501 Old Choa Chu Kang Road Home Team Academy (blk 10), Singapore 698928"
71,PASIR RIS DRIVE 3,519872,PASIR RIS INTEGRATED TRANSPORT HUB,1.37404506072677,103.948704268491,name_change,,BUS INTECHANGE,1.37404506072677,103.948704268491,True,Pasir Ris Integrated Transport Hub,"71 Pasir Ris Drive 3 Pasir Ris Integrated Transport Hub, Singapore 519872"
3A,PASIR RIS DRIVE 6,519422,VIDACITY,1.37066952335502,103.955733346201,name_change,,NIL,1.37066952335502,103.955733346201,False,3A Pasir Ris Drive 6,"3A Pasir Ris Drive 6, Singapore 519422"
100,JURONG ISLAND HIGHWAY,627867,NIL,1.26907088657711,103.69845992241,location_change,2139.089828315481,NIL,1.27776680299102,103.681296002911,False,100 Jurong Island Highway,"100 Jurong Island Highway, Singapore 627867"
543,YISHUN INDUSTRIAL PARK A,768765,PBA BUILDING,1.44276939320888,103.838693338166,name_change,,NIL,1.44276939320888,103.838693338166,True,Pba Building,"543 Yishun Industrial Park a Pba Building, Singapore 768765"
24,LENTOR CENTRAL,788878,HILLOCK GREEN,1.38509631948606,103.833849401084,name_change,,NIL,1.38509631948606,103.833849401084,False,24 Lentor Central,"24 Lentor Central, Singapore 788878"
20A,TUAS SOUTH AVENUE 14,637311,TUAS LOGISTICS HUB,1.2717303743422,103.621613126657,name_change,,LOGOS TUAS LOGISTICS HUB,1.2717303743422,103.621613126657,True,Tuas Logistics Hub,"20A Tuas South Avenue 14 Tuas Logistics Hub, Singapore 637311"
535,CLEMENTI ROAD,599489,NGEE ANN POLYTECHNIC (BLK 1),1.33351616007246,103.776976659192,name_change,,NGEE ANN POLYTECHNIC (BLK 15),1.3356017543037,103.776460419135,True,Ngee Ann Polytechnic (blk 1),"535 Clementi Road Ngee Ann Polytechnic (blk 1), Singapore 599489"
2,JURONG EAST CENTRAL 1,609731,J'DEN (U/C),1.33335548871256,103.740182040775,name_change,,J'DEN,1.33335548871256,103.740182040775,False,2 Jurong East Central 1,"2 Jurong East Central 1, Singapore 609731"
58,LENTOR GARDENS,788847,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,,NIL,1.38327514262867,103.833148101837,True,Lentor Mansion (u/c),"58 Lentor Gardens Lentor Mansion (u/c), Singapore 788847"
62,LENTOR GARDENS,788849,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,,NIL,1.38327514262867,103.833148101837,True,Lentor Mansion (u/c),"62 Lentor Gardens Lentor Mansion (u/c), Singapore 788849"
133,JALAN SULTAN,199016,HERITAGE COLLECTION ON VICTORIA,1.30462433931598,103.860126072123,name_change,,KAMPONG GLAM CONSERVATION AREA,1.30462433931598,103.860126072123,False,133 Jalan Sultan,"133 Jalan Sultan, Singapore 199016"
80,STAMFORD ROAD,178902,SMU SCHOOL OF COMPUTING & INFORMATION SYSTEMS 1,1.29737732421801,103.849551540547,name_change,,SINGAPORE MANAGEMENT UNIVERSITY (SCHOOL OF INFORMATION SYSTEMS),1.29737732421801,103.849551540547,True,SMU School of Computing & Information Systems 1,"80 Stamford Road SMU School of Computing & Information Systems 1, Singapore 178902"
